"Time (ms)","Recording (a.u.)"
4.057237017E2,-4.290170968E-3
4.057445358E2,-4.587701522E-3
4.057653699E2,-5.273735151E-3
4.057862040E2,-5.737960339E-3
4.058070381E2,-5.810072646E-3
4.058278723E2,-5.847410299E-3
4.058487064E2,-6.035301834E-3
4.058695405E2,-6.298086140E-3
4.058903746E2,-6.503264420E-3
4.059112088E2,-6.871140096E-3
4.059320429E2,-7.525910158E-3
4.059528770E2,-7.775765378E-3
4.059737111E2,-7.172012702E-3
4.059945452E2,-6.444581784E-3
4.060153794E2,-6.525200792E-3
4.060362135E2,-7.278951816E-3
4.060570476E2,-7.769069634E-3
4.060778817E2,-7.736522704E-3
4.060987159E2,-7.725529373E-3
4.061195500E2,-7.986458950E-3
4.061403841E2,-8.092435077E-3
4.061612182E2,-7.619455922E-3
4.061820524E2,-6.993522868E-3
4.062028865E2,-6.749572232E-3
4.062237206E2,-6.857079454E-3
4.062445547E2,-7.150253281E-3
4.062653888E2,-7.265335880E-3
4.062862230E2,-7.182317320E-3
4.063070571E2,-7.448132150E-3
4.063278912E2,-7.797490805E-3
4.063487253E2,-7.340601645E-3
4.063695595E2,-6.322797388E-3
4.063903936E2,-5.718192551E-3
4.064112277E2,-5.638314411E-3
4.064320618E2,-5.658934824E-3
4.064528959E2,-5.679509602E-3
4.064737301E2,-5.332347006E-3
4.064945642E2,-4.078775644E-3
4.065153983E2,-2.825547941E-3
4.065362324E2,-2.697625896E-3
4.065570666E2,-2.833255799E-3
4.065779007E2,-2.237952780E-3
4.065987348E2,-1.068362268E-3
4.066195689E2,3.014928952E-4
4.066404030E2,1.413771650E-3
4.066612372E2,2.057438716E-3
4.066820713E2,2.628548769E-3
4.067029054E2,3.657028778E-3
4.067237395E2,5.107579753E-3
4.067445737E2,6.488838233E-3
4.067654078E2,7.166695781E-3
4.067862419E2,6.864287890E-3
4.068070760E2,6.498443894E-3
4.068279101E2,6.858010776E-3
4.068487443E2,7.540408522E-3
4.068695784E2,8.052762598E-3
4.068904125E2,8.077966981E-3
4.069112466E2,7.540131453E-3
4.069320808E2,7.067847997E-3
4.069529149E2,7.246778347E-3
4.069737490E2,7.402132265E-3
4.069945831E2,6.608847063E-3
4.070154173E2,5.492787808E-3
4.070362514E2,4.883805290E-3
4.070570855E2,4.419077188E-3
4.070779196E2,4.079395905E-3
4.070987537E2,4.212955013E-3
4.071195879E2,4.098244011E-3
4.071404220E2,3.186490387E-3
4.071612561E2,2.301898785E-3
4.071820902E2,2.080948092E-3
4.072029244E2,1.638836460E-3
4.072237585E2,3.611196880E-4
4.072445926E2,-3.559197066E-4
4.072654267E2,5.485314177E-4
4.072862608E2,1.789064612E-3
4.073070950E2,1.752338139E-3
4.073279291E2,7.144299452E-4
4.073487632E2,1.880126365E-5
4.073695973E2,1.434138103E-4
4.073904315E2,4.937857157E-4
4.074112656E2,9.657163173E-5
4.074320997E2,-1.412130310E-3
4.074529338E2,-2.851236612E-3
4.074737679E2,-3.224581946E-3
4.074946021E2,-3.471633419E-3
4.075154362E2,-4.559480585E-3
4.075362703E2,-6.243773270E-3
4.075571044E2,-8.097188547E-3
4.075779386E2,-9.932145476E-3
4.075987727E2,-1.140463352E-2
4.076196068E2,-1.224868372E-2
4.076404409E2,-1.332628913E-2
4.076612750E2,-1.536307763E-2
4.076821092E2,-1.732425950E-2
4.077029433E2,-1.792942733E-2
4.077237774E2,-1.757087186E-2
4.077446115E2,-1.797867566E-2
4.077654457E2,-1.927768067E-2
4.077862798E2,-1.941056922E-2
4.078071139E2,-1.769378036E-2
4.078279480E2,-1.591324434E-2
4.078487822E2,-1.569936424E-2
4.078696163E2,-1.647782885E-2
4.078904504E2,-1.674421132E-2
4.079112845E2,-1.619930193E-2
4.079321186E2,-1.540573873E-2
4.079529528E2,-1.483452972E-2
4.079737869E2,-1.463097148E-2
4.079946210E2,-1.466214843E-2
4.080154551E2,-1.472648606E-2
4.080362893E2,-1.468085963E-2
4.080571234E2,-1.452049427E-2
4.080779575E2,-1.428661402E-2
4.080987916E2,-1.410439610E-2
4.081196257E2,-1.413177419E-2
4.081404599E2,-1.399475615E-2
4.081612940E2,-1.309833303E-2
4.081821281E2,-1.213829778E-2
4.082029622E2,-1.262215711E-2
4.082237964E2,-1.417679619E-2
4.082446305E2,-1.471769251E-2
4.082654646E2,-1.388096157E-2
4.082862987E2,-1.357030682E-2
4.083071328E2,-1.469130255E-2
4.083279670E2,-1.597946323E-2
4.083488011E2,-1.601932757E-2
4.083696352E2,-1.493859477E-2
4.083904693E2,-1.445833594E-2
4.084113035E2,-1.560328435E-2
4.084321376E2,-1.682178490E-2
4.084529717E2,-1.641705073E-2
4.084738058E2,-1.519424468E-2
4.084946399E2,-1.465213764E-2
4.085154741E2,-1.464753505E-2
4.085363082E2,-1.434229873E-2
4.085571423E2,-1.349601522E-2
4.085779764E2,-1.233213954E-2
4.085988106E2,-1.115912385E-2
4.086196447E2,-1.014336478E-2
4.086404788E2,-9.246168658E-3
4.086613129E2,-8.005008101E-3
4.086821471E2,-6.147705950E-3
4.087029812E2,-4.186938517E-3
4.087238153E2,-2.547237789E-3
4.087446494E2,-9.541158215E-4
4.087654835E2,1.006722334E-3
4.087863177E2,2.864233218E-3
4.088071518E2,3.975792788E-3
4.088279859E2,4.824150819E-3
4.088488200E2,5.953592714E-3
4.088696542E2,7.162080146E-3
4.088904883E2,8.181043901E-3
4.089113224E2,9.051851928E-3
4.089321565E2,9.924978018E-3
4.089529906E2,1.065635774E-2
4.089738248E2,1.110244170E-2
4.089946589E2,1.138651557E-2
4.090154930E2,1.149148494E-2
4.090363271E2,1.137281023E-2
4.090571613E2,1.101864688E-2
4.090779954E2,1.027510129E-2
4.090988295E2,9.300338104E-3
4.091196636E2,8.717370220E-3
4.091404977E2,8.827563375E-3
4.091613319E2,9.077467956E-3
4.091821660E2,8.593877777E-3
4.092030001E2,7.453130558E-3
4.092238342E2,7.007056847E-3
4.092446684E2,7.836484350E-3
4.092655025E2,8.639792912E-3
4.092863366E2,8.225468919E-3
4.093071707E2,7.120517083E-3
4.093280048E2,6.800650619E-3
4.093488390E2,7.612179033E-3
4.093696731E2,8.338617161E-3
4.093905072E2,8.193884045E-3
4.094113413E2,7.803921588E-3
4.094321755E2,7.926916704E-3
4.094530096E2,8.273602463E-3
4.094738437E2,8.235177025E-3
4.094946778E2,7.868776098E-3
4.095155120E2,7.535950281E-3
4.095363461E2,7.265524007E-3
4.095571802E2,6.833778694E-3
4.095780143E2,6.074476521E-3
4.095988484E2,4.790270235E-3
4.096196826E2,3.182087559E-3
4.096405167E2,1.932259649E-3
4.096613508E2,1.200953731E-3
4.096821849E2,5.310195265E-4
4.097030191E2,-5.341545912E-4
4.097238532E2,-1.990256598E-3
4.097446873E2,-3.304359969E-3
4.097655214E2,-4.000423942E-3
4.097863555E2,-4.298503045E-3
4.098071897E2,-5.065765232E-3
4.098280238E2,-6.543532480E-3
4.098488579E2,-7.944086567E-3
4.098696920E2,-8.704732172E-3
4.098905262E2,-9.053677320E-3
4.099113603E2,-9.549748152E-3
4.099321944E2,-1.053505205E-2
4.099530285E2,-1.176911127E-2
4.099738626E2,-1.258303784E-2
4.099946968E2,-1.284428872E-2
4.100155309E2,-1.297960430E-2
4.100363650E2,-1.302260812E-2
4.100571991E2,-1.304823067E-2
4.100780333E2,-1.337795891E-2
4.100988674E2,-1.364407502E-2
4.101197015E2,-1.320423838E-2
4.101405356E2,-1.247229148E-2
4.101613697E2,-1.234002504E-2
4.101822039E2,-1.259722561E-2
4.102030380E2,-1.249079686E-2
4.102238721E2,-1.199772209E-2
4.102447062E2,-1.166539267E-2
4.102655404E2,-1.186870504E-2
4.102863745E2,-1.221647859E-2
4.103072086E2,-1.212885790E-2
4.103280427E2,-1.182934083E-2
4.103488769E2,-1.172095165E-2
4.103697110E2,-1.161062811E-2
4.103905451E2,-1.133678295E-2
4.104113792E2,-1.111502573E-2
4.104322133E2,-1.096760947E-2
4.104530475E2,-1.085048635E-2
4.104738816E2,-1.101556793E-2
4.104947157E2,-1.125525497E-2
4.105155498E2,-1.074117795E-2
4.105363840E2,-9.325784631E-3
4.105572181E2,-7.875022478E-3
4.105780522E2,-6.861853413E-3
4.105988863E2,-5.838811398E-3
4.106197204E2,-4.518396221E-3
4.106405546E2,-3.262686543E-3
4.106613887E2,-2.306651324E-3
4.106822228E2,-1.153455814E-3
4.107030569E2,3.862943850E-4
4.107238911E2,1.729325042E-3
4.107447252E2,3.017385257E-3
4.107655593E2,4.737416282E-3
4.107863934E2,6.112653762E-3
4.108072275E2,6.286186166E-3
4.108280617E2,6.096985191E-3
4.108488958E2,6.780956872E-3
4.108697299E2,8.174343035E-3
4.108905640E2,9.298016317E-3
4.109113982E2,9.423358366E-3
4.109322323E2,8.882960305E-3
4.109530664E2,8.979042061E-3
4.109739005E2,9.973861277E-3
4.109947346E2,1.055494510E-2
4.110155688E2,1.019752119E-2
4.110364029E2,9.838275611E-3
4.110572370E2,9.890617803E-3
4.110780711E2,9.976858273E-3
4.110989053E2,1.016587950E-2
4.111197394E2,1.052984595E-2
4.111405735E2,1.058406383E-2
4.111614076E2,1.031976566E-2
4.111822418E2,1.020685025E-2
4.112030759E2,1.035161968E-2
4.112239100E2,1.070399024E-2
4.112447441E2,1.116801891E-2
4.112655782E2,1.155794971E-2
4.112864124E2,1.164121740E-2
4.113072465E2,1.130888052E-2
4.113280806E2,1.092207991E-2
4.113489147E2,1.104225963E-2
4.113697489E2,1.151428930E-2
4.113905830E2,1.137232222E-2
4.114114171E2,1.065833867E-2
4.114322512E2,1.066307351E-2
4.114530853E2,1.148252375E-2
4.114739195E2,1.168534160E-2
4.114947536E2,1.086796913E-2
4.115155877E2,1.037151366E-2
4.115364218E2,1.069748774E-2
4.115572560E2,1.071199682E-2
4.115780901E2,9.768344462E-3
4.115989242E2,8.405829780E-3
4.116197583E2,7.405608892E-3
4.116405924E2,7.100969553E-3
4.116614266E2,7.166402414E-3
4.116822607E2,6.994717754E-3
4.117030948E2,6.311018020E-3
4.117239289E2,5.460213404E-3
4.117447631E2,5.044633523E-3
4.117655972E2,5.097839981E-3
4.117864313E2,5.316316150E-3
4.118072654E2,5.399775691E-3
4.118280995E2,5.092186853E-3
4.118489337E2,4.809437320E-3
4.118697678E2,4.708094057E-3
4.118906019E2,4.385729320E-3
4.119114360E2,4.014805425E-3
4.119322702E2,3.827506211E-3
4.119531043E2,3.792395815E-3
4.119739384E2,3.736901097E-3
4.119947725E2,3.509235801E-3
4.120156067E2,3.206234425E-3
4.120364408E2,2.796520479E-3
4.120572749E2,2.372658812E-3
4.120781090E2,2.018157160E-3
4.120989431E2,1.731942408E-3
4.121197773E2,1.686511096E-3
4.121406114E2,1.857517753E-3
4.121614455E2,2.116708551E-3
4.121822796E2,2.172171138E-3
4.122031138E2,1.873595058E-3
4.122239479E2,1.548034372E-3
4.122447820E2,1.379811671E-3
4.122656161E2,1.269381493E-3
4.122864502E2,1.023881254E-3
4.123072844E2,5.517834798E-4
4.123281185E2,-5.509975017E-5
4.123489526E2,-4.112880561E-4
4.123697867E2,-2.730671840E-4
4.123906209E2,-3.009617794E-4
4.124114550E2,-9.100958705E-4
4.124322891E2,-1.309941988E-3
4.124531232E2,-9.546399233E-4
4.124739573E2,-4.808318336E-4
4.124947915E2,-4.946889821E-4
4.125156256E2,-6.491376553E-4
4.125364597E2,-4.323831818E-4
4.125572938E2,2.127355256E-4
4.125781280E2,1.109967125E-3
4.125989621E2,1.844816958E-3
4.126197962E2,2.099759178E-3
4.126406303E2,2.273694146E-3
4.126614644E2,2.872039098E-3
4.126822986E2,3.852788825E-3
4.127031327E2,5.006944761E-3
4.127239668E2,5.986432545E-3
4.127448009E2,6.452701986E-3
4.127656351E2,6.555201020E-3
4.127864692E2,6.639318541E-3
4.128073033E2,6.763687357E-3
4.128281374E2,6.831760053E-3
4.128489716E2,6.901123561E-3
4.128698057E2,6.935221143E-3
4.128906398E2,6.870867684E-3
4.129114739E2,6.885640789E-3
4.129323080E2,6.769778673E-3
4.129531422E2,6.184571423E-3
4.129739763E2,5.459432490E-3
4.129948104E2,5.165575072E-3
4.130156445E2,5.335921887E-3
4.130364787E2,5.328131374E-3
4.130573128E2,4.728877451E-3
4.130781469E2,3.916192800E-3
4.130989810E2,3.566854633E-3
4.131198151E2,3.859735094E-3
4.131406493E2,4.180340562E-3
4.131614834E2,4.086010158E-3
4.131823175E2,3.805478103E-3
4.132031516E2,3.628856037E-3
4.132239858E2,3.641899442E-3
4.132448199E2,3.808973823E-3
4.132656540E2,3.882670775E-3
4.132864881E2,3.692511003E-3
4.133073222E2,3.598123323E-3
4.133281564E2,3.779935651E-3
4.133489905E2,3.881752957E-3
4.133698246E2,3.855802119E-3
4.133906587E2,3.996073734E-3
4.134114929E2,4.198574461E-3
4.134323270E2,4.046109505E-3
4.134531611E2,3.628978971E-3
4.134739952E2,3.226778470E-3
4.134948293E2,2.776861191E-3
4.135156635E2,2.470042557E-3
4.135364976E2,2.410993911E-3
4.135573317E2,2.025047084E-3
4.135781658E2,1.044853707E-3
4.135990000E2,1.371455728E-4
4.136198341E2,-2.048026799E-4
4.136406682E2,-4.700105637E-4
4.136615023E2,-1.201741048E-3
4.136823365E2,-1.982354792E-3
4.137031706E2,-1.971486490E-3
4.137240047E2,-1.467417460E-3
4.137448388E2,-1.741487300E-3
4.137656729E2,-2.776413225E-3
4.137865071E2,-3.264119383E-3
4.138073412E2,-2.987206448E-3
4.138281753E2,-2.929891460E-3
4.138490094E2,-3.370692488E-3
4.138698436E2,-3.735661972E-3
4.138906777E2,-3.822792787E-3
4.139115118E2,-3.919098526E-3
4.139323459E2,-4.210102372E-3
4.139531800E2,-4.670836031E-3
4.139740142E2,-5.239675287E-3
4.139948483E2,-5.789986346E-3
4.140156824E2,-6.116842851E-3
4.140365165E2,-6.045456044E-3
4.140573507E2,-5.658713169E-3
4.140781848E2,-5.359837785E-3
4.140990189E2,-5.232084543E-3
4.141198530E2,-4.773397930E-3
4.141406871E2,-3.675063606E-3
4.141615213E2,-2.348794369E-3
4.141823554E2,-1.361535979E-3
4.142031895E2,-6.821776042E-4
4.142240236E2,1.061052026E-4
4.142448578E2,1.043497119E-3
4.142656919E2,1.762067899E-3
4.142865260E2,2.246937249E-3
4.143073601E2,2.764253411E-3
4.143281942E2,3.167002695E-3
4.143490284E2,3.243151587E-3
4.143698625E2,3.277510870E-3
4.143906966E2,3.581358353E-3
4.144115307E2,3.812538926E-3
4.144323649E2,3.616632894E-3
4.144531990E2,3.369505517E-3
4.144740331E2,3.449222073E-3
4.144948672E2,3.655834589E-3
4.145157014E2,3.600412980E-3
4.145365355E2,3.424044233E-3
4.145573696E2,3.797986312E-3
4.145782037E2,4.852147773E-3
4.145990378E2,5.756065249E-3
4.146198720E2,6.131030153E-3
4.146407061E2,6.768543739E-3
4.146615402E2,7.942328230E-3
4.146823743E2,9.087074548E-3
4.147032085E2,1.017182320E-2
4.147240426E2,1.138808765E-2
4.147448767E2,1.262767613E-2
4.147657108E2,1.374240499E-2
4.147865449E2,1.451332681E-2
4.148073791E2,1.471161935E-2
4.148282132E2,1.455169916E-2
4.148490473E2,1.481295563E-2
4.148698814E2,1.549220551E-2
4.148907156E2,1.546642464E-2
4.149115497E2,1.457652077E-2
4.149323838E2,1.412231475E-2
4.149532179E2,1.474839635E-2
4.149740520E2,1.528223790E-2
4.149948862E2,1.451279782E-2
4.150157203E2,1.294136140E-2
4.150365544E2,1.188599877E-2
4.150573885E2,1.180686429E-2
4.150782227E2,1.207537763E-2
4.150990568E2,1.175686345E-2
4.151198909E2,1.066836342E-2
4.151407250E2,9.906352498E-3
4.151615591E2,9.958415292E-3
4.151823933E2,9.810039774E-3
4.152032274E2,9.074311703E-3
4.152240615E2,8.521063253E-3
4.152448956E2,8.301294409E-3
4.152657298E2,7.617646363E-3
4.152865639E2,6.699273363E-3
4.153073980E2,6.505263038E-3
4.153282321E2,6.567537319E-3
4.153490663E2,5.841415375E-3
4.153699004E2,4.552060738E-3
4.153907345E2,3.654018044E-3
4.154115686E2,3.285402898E-3
4.154324027E2,2.872693818E-3
4.154532369E2,2.152776811E-3
4.154740710E2,1.332960790E-3
4.154949051E2,5.918226088E-4
4.155157392E2,-1.060133218E-4
4.155365734E2,-4.819523601E-4
4.155574075E2,-3.914723929E-4
4.155782416E2,-4.752238747E-4
4.155990757E2,-1.114472980E-3
4.156199098E2,-1.646819059E-3
4.156407440E2,-1.444291323E-3
4.156615781E2,-1.111751888E-3
4.156824122E2,-1.419852022E-3
4.157032463E2,-2.065193141E-3
4.157240805E2,-2.356509212E-3
4.157449146E2,-2.279431559E-3
4.157657487E2,-2.509853337E-3
4.157865828E2,-3.100675531E-3
4.158074169E2,-3.384567332E-3
4.158282511E2,-3.276760457E-3
4.158490852E2,-3.408578690E-3
4.158699193E2,-4.164213780E-3
4.158907534E2,-5.096552894E-3
4.159115876E2,-5.625482649E-3
4.159324217E2,-5.652251653E-3
4.159532558E2,-5.582561251E-3
4.159740899E2,-5.948028993E-3
4.159949241E2,-6.716885604E-3
4.160157582E2,-7.426445838E-3
4.160365923E2,-7.604887243E-3
4.160574264E2,-7.215917110E-3
4.160782605E2,-6.828194484E-3
4.160990947E2,-6.938715465E-3
4.161199288E2,-7.086774800E-3
4.161407629E2,-6.530753337E-3
4.161615970E2,-5.619876087E-3
4.161824312E2,-4.921276122E-3
4.162032653E2,-4.483737051E-3
4.162240994E2,-4.228140227E-3
4.162449335E2,-4.021650180E-3
4.162657676E2,-3.803675063E-3
4.162866018E2,-3.619822673E-3
4.163074359E2,-3.684142139E-3
4.163282700E2,-3.800174920E-3
4.163491041E2,-3.646133700E-3
4.163699383E2,-3.516123164E-3
4.163907724E2,-3.668071935E-3
4.164116065E2,-4.112740979E-3
4.164324406E2,-4.615596496E-3
4.164532747E2,-4.776167683E-3
4.164741089E2,-4.492986947E-3
4.164949430E2,-4.142864607E-3
4.165157771E2,-4.158350639E-3
4.165366112E2,-4.395016003E-3
4.165574454E2,-4.521523602E-3
4.165782795E2,-4.223215394E-3
4.165991136E2,-3.413683502E-3
4.166199477E2,-2.691118512E-3
4.166407818E2,-2.430110704E-3
4.166616160E2,-2.296283841E-3
4.166824501E2,-1.699786168E-3
4.167032842E2,-5.398573121E-4
4.167241183E2,5.562752485E-4
4.167449525E2,1.359521295E-3
4.167657866E2,2.096866025E-3
4.167866207E2,2.839524765E-3
4.168074548E2,3.525773995E-3
4.168282890E2,4.217476584E-3
4.168491231E2,5.252948962E-3
4.168699572E2,6.404696964E-3
4.168907913E2,7.110374048E-3
4.169116254E2,7.534828503E-3
4.169324596E2,8.080005646E-3
4.169532937E2,8.706972003E-3
4.169741278E2,9.198408574E-3
4.169949619E2,9.672993794E-3
4.170157961E2,1.020838693E-2
4.170366302E2,1.044594869E-2
4.170574643E2,1.022955589E-2
4.170782984E2,9.974292479E-3
4.170991325E2,1.006397512E-2
4.171199667E2,1.025664154E-2
4.171408008E2,1.011474803E-2
4.171616349E2,9.640944190E-3
4.171824690E2,9.232051671E-3
4.172033032E2,8.956444450E-3
4.172241373E2,8.412628435E-3
4.172449714E2,7.518861443E-3
4.172658055E2,6.596677005E-3
4.172866396E2,6.041360088E-3
4.173074738E2,5.818266422E-3
4.173283079E2,5.442789756E-3
4.173491420E2,4.785913508E-3
4.173699761E2,4.160824232E-3
4.173908103E2,3.827249166E-3
4.174116444E2,3.558021039E-3
4.174324785E2,3.155244980E-3
4.174533126E2,2.965930151E-3
4.174741467E2,3.088467754E-3
4.174949809E2,2.949193353E-3
4.175158150E2,2.221869305E-3
4.175366491E2,1.491830801E-3
4.175574832E2,1.381510170E-3
4.175783174E2,1.731300261E-3
4.175991515E2,1.777117606E-3
4.176199856E2,1.175659476E-3
4.176408197E2,4.706270120E-4
4.176616539E2,9.116061119E-5
4.176824880E2,-1.404768991E-4
4.177033221E2,-7.045023958E-4
4.177241562E2,-1.592425862E-3
4.177449903E2,-2.333409851E-3
4.177658245E2,-2.906067763E-3
4.177866586E2,-3.599469783E-3
4.178074927E2,-4.584227689E-3
4.178283268E2,-5.656434689E-3
4.178491610E2,-6.541054696E-3
4.178699951E2,-7.260713726E-3
4.178908292E2,-8.045019582E-3
4.179116633E2,-8.977198973E-3
4.179324974E2,-9.643243626E-3
4.179533316E2,-1.002887078E-2
4.179741657E2,-1.052231621E-2
4.179949998E2,-1.106937416E-2
4.180158339E2,-1.143836416E-2
4.180366681E2,-1.153796446E-2
4.180575022E2,-1.153234020E-2
4.180783363E2,-1.139653474E-2
4.180991704E2,-1.097458228E-2
4.181200045E2,-1.047326438E-2
4.181408387E2,-1.006409526E-2
4.181616728E2,-9.763568640E-3
4.181825069E2,-9.607382119E-3
4.182033410E2,-9.615493007E-3
4.182241752E2,-9.631706402E-3
4.182450093E2,-9.463499300E-3
4.182658434E2,-9.361051954E-3
4.182866775E2,-9.546929039E-3
4.183075116E2,-9.696375579E-3
4.183283458E2,-9.610747918E-3
4.183491799E2,-9.606039152E-3
4.183700140E2,-9.913297370E-3
4.183908481E2,-1.024599653E-2
4.184116823E2,-1.038579457E-2
4.184325164E2,-1.051591523E-2
4.184533505E2,-1.070292108E-2
4.184741846E2,-1.084374730E-2
4.184950188E2,-1.089900360E-2
4.185158529E2,-1.084916852E-2
4.185366870E2,-1.067190617E-2
4.185575211E2,-1.038921531E-2
4.185783552E2,-1.013913378E-2
4.185991894E2,-1.001639478E-2
4.186200235E2,-9.725291282E-3
4.186408576E2,-8.996284567E-3
4.186616917E2,-8.252853528E-3
4.186825259E2,-8.024141192E-3
4.187033600E2,-8.073607460E-3
4.187241941E2,-7.818841375E-3
4.187450282E2,-7.280476391E-3
4.187658623E2,-6.803344935E-3
4.187866965E2,-6.500594318E-3
4.188075306E2,-6.424725521E-3
4.188283647E2,-6.307702512E-3
4.188491988E2,-5.907720886E-3
4.188700330E2,-5.552280694E-3
4.188908671E2,-5.470147356E-3
4.189117012E2,-5.485822447E-3
4.189325353E2,-5.446782336E-3
4.189533694E2,-5.516076926E-3
4.189742036E2,-5.841633771E-3
4.189950377E2,-6.304825656E-3
4.190158718E2,-6.488138344E-3
4.190367059E2,-5.878200755E-3
4.190575401E2,-4.875951447E-3
4.190783742E2,-4.460704513E-3
4.190992083E2,-4.575376399E-3
4.191200424E2,-4.347051028E-3
4.191408765E2,-3.712403122E-3
4.191617107E2,-3.314959817E-3
4.191825448E2,-3.215814941E-3
4.192033789E2,-3.214696422E-3
4.192242130E2,-3.329805564E-3
4.192450472E2,-3.286646679E-3
4.192658813E2,-2.888024552E-3
4.192867154E2,-2.544322051E-3
4.193075495E2,-2.499740105E-3
4.193283837E2,-2.431676723E-3
4.193492178E2,-2.229561564E-3
4.193700519E2,-2.267575823E-3
4.193908860E2,-2.512919251E-3
4.194117201E2,-2.291689161E-3
4.194325543E2,-1.684535528E-3
4.194533884E2,-1.519145560E-3
4.194742225E2,-1.849145279E-3
4.194950566E2,-2.003089059E-3
4.195158908E2,-1.780791092E-3
4.195367249E2,-1.748281531E-3
4.195575590E2,-2.006704919E-3
4.195783931E2,-2.021954162E-3
4.195992272E2,-1.937608002E-3
4.196200614E2,-2.269637305E-3
4.196408955E2,-2.808924764E-3
4.196617296E2,-2.976583783E-3
4.196825637E2,-2.894463018E-3
4.197033979E2,-3.132170532E-3
4.197242320E2,-3.682608716E-3
4.197450661E2,-4.176368471E-3
4.197659002E2,-4.552511964E-3
4.197867343E2,-4.945797846E-3
4.198075685E2,-5.276225973E-3
4.198284026E2,-5.578667857E-3
4.198492367E2,-6.139105186E-3
4.198700708E2,-6.979295053E-3
4.198909050E2,-7.856957614E-3
4.199117391E2,-8.422488347E-3
4.199325732E2,-8.555449545E-3
4.199534073E2,-8.608460426E-3
4.199742414E2,-8.922187611E-3
4.199950756E2,-9.362129495E-3
4.200159097E2,-9.635468945E-3
4.200367438E2,-9.634442627E-3
4.200575779E2,-9.248051792E-3
4.200784121E2,-8.788738400E-3
4.200992462E2,-8.900961839E-3
4.201200803E2,-9.381243959E-3
4.201409144E2,-9.275849909E-3
4.201617486E2,-8.376654238E-3
4.201825827E2,-7.681429386E-3
4.202034168E2,-7.746596821E-3
4.202242509E2,-7.984701544E-3
4.202450850E2,-7.819765247E-3
4.202659192E2,-7.377178874E-3
4.202867533E2,-7.241391577E-3
4.203075874E2,-7.552891038E-3
4.203284215E2,-8.021766320E-3
4.203492557E2,-8.530592546E-3
4.203700898E2,-9.065859951E-3
4.203909239E2,-9.543919936E-3
4.204117580E2,-9.770110250E-3
4.204325921E2,-1.011908241E-2
4.204534263E2,-1.107989810E-2
4.204742604E2,-1.203542389E-2
4.204950945E2,-1.221423969E-2
4.205159286E2,-1.195901632E-2
4.205367628E2,-1.213055663E-2
4.205575969E2,-1.266246289E-2
4.205784310E2,-1.270430349E-2
4.205992651E2,-1.210306771E-2
4.206200992E2,-1.142698433E-2
4.206409334E2,-1.102389954E-2
4.206617675E2,-1.083102450E-2
4.206826016E2,-1.052804478E-2
4.207034357E2,-9.865207598E-3
4.207242699E2,-8.900089189E-3
4.207451040E2,-7.936292328E-3
4.207659381E2,-7.224726491E-3
4.207867722E2,-6.456987001E-3
4.208076063E2,-5.355664995E-3
4.208284405E2,-4.294768907E-3
4.208492746E2,-3.573146416E-3
4.208701087E2,-2.991108689E-3
4.208909428E2,-2.130327746E-3
4.209117770E2,-9.279624792E-4
4.209326111E2,1.276051626E-4
4.209534452E2,6.243449170E-4
4.209742793E2,7.607865846E-4
4.209951135E2,1.080180868E-3
4.210159476E2,1.615406014E-3
4.210367817E2,1.980009256E-3
4.210576158E2,2.040597145E-3
4.210784499E2,1.934281318E-3
4.210992841E2,1.977465348E-3
4.211201182E2,2.190682106E-3
4.211409523E2,2.269004472E-3
4.211617864E2,2.252188511E-3
4.211826206E2,2.279792912E-3
4.212034547E2,2.120313235E-3
4.212242888E2,1.561422832E-3
4.212451229E2,1.008850988E-3
4.212659570E2,9.131340194E-4
4.212867912E2,1.054713037E-3
4.213076253E2,1.065165736E-3
4.213284594E2,8.775094757E-4
4.213492935E2,6.331686163E-4
4.213701277E2,5.358604249E-4
4.213909618E2,7.948301500E-4
4.214117959E2,1.174754230E-3
4.214326300E2,1.068003476E-3
4.214534641E2,5.955051165E-4
4.214742983E2,4.276641703E-4
4.214951324E2,6.311357138E-4
4.215159665E2,7.115817862E-4
4.215368006E2,5.409923615E-4
4.215576348E2,4.536165798E-4
4.215784689E2,5.423575640E-4
4.215993030E2,5.475124344E-4
4.216201371E2,3.423225135E-4
4.216409712E2,1.603389101E-4
4.216618054E2,8.104974404E-5
4.216826395E2,-7.575959171E-5
4.217034736E2,-3.154482692E-4
4.217243077E2,-5.615405389E-4
4.217451419E2,-8.382712258E-4
4.217659760E2,-1.310914056E-3
4.217868101E2,-1.848434680E-3
4.218076442E2,-2.087430097E-3
4.218284784E2,-2.160662087E-3
4.218493125E2,-2.395452466E-3
4.218701466E2,-2.828966593E-3
4.218909807E2,-3.263825551E-3
4.219118148E2,-3.531103954E-3
4.219326490E2,-3.679373302E-3
4.219534831E2,-3.921701573E-3
4.219743172E2,-4.281981848E-3
4.219951513E2,-4.424293526E-3
4.220159855E2,-4.356678575E-3
4.220368196E2,-4.368280526E-3
4.220576537E2,-4.400981124E-3
4.220784878E2,-4.160945769E-3
4.220993219E2,-3.590936307E-3
4.221201561E2,-3.018882824E-3
4.221409902E2,-2.490043174E-3
4.221618243E2,-1.937187975E-3
4.221826584E2,-1.440636115E-3
4.222034926E2,-9.273709729E-4
4.222243267E2,-5.459911190E-4
4.222451608E2,-3.308845917E-4
4.222659949E2,-2.097188917E-5
4.222868290E2,3.554240102E-4
